,get angry easily (1983),get angry easily (1988),get angry easily (1992),get angry easily (2000),jealousy (1983),jealousy (1988),jealousy (1992),jealousy (2000),not home enough (1983),not home enough (1988),not home enough (1992),not home enough (2000),not talking (1983),not talking (1988),not talking (1992),not talking (2000),sex with others (1983),sex with others (1988),sex with others (1992),sex with others (2000),marital_instability_1983_(1983),marital_instability_in_1988_(1988),marital_stability_1992_(1992),marital_instability_2000_(2000),income_combined_2000,income_combined_1992,income_combined_1988,income_combined_1983
1064,YES SPOUSE,NO,NO,NO,YES SPOUSE,"YES,SELF","YES,SPOUSE",NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.949999988079071,0.6000000238418579,0.8500000238418579,0.0,"Under \$20,000","\$30,000 - \$39,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
1065,NO,NO,NO,NO,NO,NO,NO,NO,YES SPOUSE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.4799999892711639,0.4799999892711639,0.3000000119209289,0.8999999761581421,"\$70,000 - \$79,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1066,YES SELF,"YES,SELF","YES,SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,YES SELF,"YES,SELF","YES,SELF","YES, SELF",NO,NO,NO,NO,0.3000000119209289,0.0,0.0,0.0,"\$25,000 - \$29,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
1067,NO,NO,NO,NO,NO,"YES,SELF",NO,NO,NO,NO,NO,NO,YES SELF,NO,NO,NO,NO,NO,NO,NO,0.6000000238418579,0.0,0.3000000119209289,0.0,"\$60,000 - \$69,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$40,000 - \$49,999"
1069,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$70,000 - \$79,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
1071,YES SPOUSE,"YES,SPOUSE","YES,SPOUSE",BOTH,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.3000000119209289,0.4799999892711639,0.949999988079071,0.0,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
1078,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$40,000 - \$49,999","\$40,000 - \$49,999","\$50,000 - \$59,999"
1082,BOTH,NO,NO,"YES, SELF",YES SPOUSE,NO,NO,NO,NO,NO,NO,NO,YES SPOUSE,BOTH,"YES,SPOUSE",NO,NO,NO,NO,NO,0.3000000119209289,0.3000000119209289,0.0,0.0,"\$70,000 - \$79,999","\$70,000 - \$79,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
1084,YES SPOUSE,"YES,SPOUSE",NO,"YES, SPOUSE",NO,NO,NO,NO,NO,"YES,SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.7799999713897705,0.8500000238418579,0.3000000119209289,0.3000000119209289,"\$50,000 - \$59,999","\$50,000 - \$59,999","\$30,000 - \$39,999","\$50,000 - \$59,999"
1089,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.3000000119209289,0.3000000119209289,0.0,0.3000000119209289,"\$25,000 - \$29,999","\$20,000 - \$29,999","\$20,000 - \$29,999","\$20,000 - \$29,999"
1090,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$40,000 - \$49,999","\$40,000 - \$49,999","\$20,000 - \$29,999"
1092,NO,NO,NO,NO,BOTH,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$30,000 - \$39,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
1093,NO,NO,NO,NO,NO,NO,"YES,SPOUSE",NO,NO,"YES,SELF",NO,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,0.7799999713897705,0.699999988079071,0.7799999713897705,0.0,"\$100,000 or More","\$70,000 - \$79,999","\$60,000 - \$69,999","Under \$20,000"
1095,BOTH,"YES,SELF",BOTH,NO,NO,NO,NO,NO,NO,"YES,SELF",NO,"YES, SELF",YES SPOUSE,NO,NO,"YES, SPOUSE",NO,NO,NO,NO,1.0,0.0,0.4799999892711639,0.4799999892711639,"\$90,000 - \$99,999","\$50,000 - \$59,999","\$50,000 - \$59,999","\$60,000 - \$69,999"
1098,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,NO,NO,NO,0.8999999761581421,0.3000000119209289,0.949999988079071,0.0,"\$40,000 - \$49,999","\$70,000 - \$79,999","\$40,000 - \$49,999","\$40,000 - \$49,999"
1102,NO,"YES,SPOUSE","YES,SPOUSE","YES, SPOUSE",NO,NO,NO,NO,YES SELF,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.3000000119209289,0.699999988079071,0.7799999713897705,"\$100,000 or More","\$70,000 - \$79,999","\$40,000 - \$49,999","\$40,000 - \$49,999"
1103,NO,"YES,SELF",NO,"YES, SELF",NO,NO,NO,NO,NO,NO,NO,"YES, SPOUSE",YES SELF,"YES,SELF",NO,BOTH,NO,NO,NO,NO,0.0,0.6000000238418579,0.0,0.6000000238418579,"\$70,000 - \$79,999","\$50,000 - \$59,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
1110,NO,NO,NO,NO,NO,"YES,SELF",NO,NO,NO,"YES,SPOUSE",NO,NO,YES SELF,NO,NO,NO,NO,NO,NO,NO,0.3000000119209289,0.0,0.0,0.0,"\$80,000 - \$89,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1114,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.4799999892711639,0.3000000119209289,"\$80,000 - \$89,999","\$70,000 - \$79,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
1117,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SELF",NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1126,YES SPOUSE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.4799999892711639,0.0,0.0,0.0,"\$60,000 - \$69,999","\$40,000 - \$49,999","\$50,000 - \$59,999","\$20,000 - \$29,999"
1128,NO,NO,NO,NO,BOTH,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$25,000 - \$29,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1131,NO,"YES,SPOUSE","YES,SELF",NO,NO,NO,NO,NO,NO,NO,"YES,SELF",NO,NO,NO,NO,NO,YES SPOUSE,"YES,SPOUSE","YES,SPOUSE",NO,0.8999999761581421,0.7799999713897705,0.699999988079071,0.699999988079071,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$30,000 - \$39,999"
1132,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"Under \$20,000","\$60,000 - \$69,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
1136,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BOTH,NO,NO,NO,NO,0.0,0.3000000119209289,0.0,0.0,"\$70,000 - \$79,999","\$60,000 - \$69,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
1146,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.3000000119209289,0.3000000119209289,0.0,0.0,"\$30,000 - \$39,999","\$30,000 - \$39,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
1149,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.3000000119209289,0.3000000119209289,0.0,0.0,"\$100,000 or More","\$60,000 - \$69,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
1154,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
1158,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,YES SPOUSE,"YES,SPOUSE","YES,SPOUSE",NO,YES SELF,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"Under \$20,000","\$30,000 - \$39,999","\$30,000 - \$39,999","\$60,000 - \$69,999"
1161,YES SELF,NO,"YES,SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$30,000 - \$39,999","Under \$20,000"
1167,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.0,"\$80,000 - \$89,999","\$50,000 - \$59,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
1171,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$80,000 - \$89,999","\$30,000 - \$39,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
1175,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.3000000119209289,0.0,0.0,0.3000000119209289,"Under \$20,000","Under \$20,000","Under \$20,000","Under \$20,000"
1180,NO,"YES,SELF","YES,SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,0.3000000119209289,0.6000000238418579,0.699999988079071,0.7799999713897705,"\$100,000 or More","\$40,000 - \$49,999","\$40,000 - \$49,999","Under \$20,000"
1183,YES SPOUSE,"YES,SPOUSE","YES,SPOUSE","YES, SPOUSE",NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SPOUSE","YES,SPOUSE","YES, SPOUSE",NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$60,000 - \$69,999","\$40,000 - \$49,999","\$20,000 - \$29,999","\$40,000 - \$49,999"
1187,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$80,000 - \$89,999","\$70,000 - \$79,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
1188,BOTH,"YES,SPOUSE",BOTH,NO,BOTH,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.0,0.7799999713897705,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
1191,YES SELF,"YES,SPOUSE","YES,SELF",NO,NO,NO,NO,NO,YES SPOUSE,"YES,SPOUSE",NO,NO,YES SELF,"YES,SELF","YES,SPOUSE",NO,NO,NO,NO,NO,0.699999988079071,0.949999988079071,0.6000000238418579,0.6000000238418579,"\$40,000 - \$49,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
1198,YES SELF,"YES,SELF","YES,SELF",NO,NO,"YES,SELF",NO,"YES, SELF",YES SPOUSE,NO,NO,"YES, SPOUSE",NO,NO,NO,"YES, SPOUSE",NO,NO,NO,NO,0.8500000238418579,0.0,0.0,0.0,"\$30,000 - \$39,999","\$25,000 - \$29,999","\$20,000 - \$29,999","\$20,000 - \$29,999"
1201,YES SPOUSE,"YES,SPOUSE","YES,SPOUSE","YES, SPOUSE",NO,"YES,SELF",NO,"YES, SELF",YES SPOUSE,"YES,SPOUSE","YES,SPOUSE",NO,NO,NO,NO,NO,NO,NO,NO,NO,0.8999999761581421,0.3000000119209289,0.8500000238418579,0.0,"\$70,000 - \$79,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
1203,YES SELF,"YES,SELF","YES,SELF","YES, SELF",NO,NO,NO,NO,YES SELF,"YES,SELF",NO,"YES, SELF",YES SELF,NO,BOTH,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"Under \$20,000","\$40,000 - \$49,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1205,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
1206,NO,NO,"YES,SELF",BOTH,NO,NO,NO,NO,NO,NO,"YES,SPOUSE",NO,YES SELF,NO,NO,NO,NO,NO,NO,NO,0.8500000238418579,0.7799999713897705,0.8999999761581421,0.3000000119209289,"\$60,000 - \$69,999","\$40,000 - \$49,999","\$40,000 - \$49,999","\$20,000 - \$29,999"
1207,NO,NO,NO,NO,NO,"YES,SELF","YES,SELF",NO,YES SELF,"YES,SELF",NO,"YES, SPOUSE",NO,NO,NO,NO,NO,NO,NO,NO,0.699999988079071,0.0,0.0,0.0,"\$70,000 - \$79,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
1211,YES SELF,BOTH,NO,NO,NO,BOTH,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SPOUSE",NO,NO,0.0,0.8999999761581421,0.3000000119209289,0.0,"\$60,000 - \$69,999","\$50,000 - \$59,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
1215,YES SPOUSE,"YES,SPOUSE","YES,SELF","YES, SPOUSE",NO,NO,"YES,SELF",NO,YES SPOUSE,"YES,SPOUSE",NO,"YES, SPOUSE",NO,NO,"YES,SELF","YES, SELF",NO,NO,NO,NO,0.0,1.0399999618530271,1.1100000143051147,1.3200000524520874,"\$90,000 - \$99,999","\$50,000 - \$59,999","\$25,000 - \$29,999","\$25,000 - \$29,999"
1220,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$100,000 or More","\$50,000 - \$59,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
1225,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$40,000 - \$49,999","Under \$20,000","\$20,000 - \$29,999"
1228,YES SPOUSE,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,YES SELF,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.0,"\$50,000 - \$59,999","Under \$20,000","\$25,000 - \$29,999","\$20,000 - \$29,999"
1230,YES SELF,BOTH,"YES,SELF",NO,YES SELF,"YES,SELF",NO,NO,YES SPOUSE,"YES,SPOUSE","YES,SPOUSE",NO,YES SPOUSE,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$80,000 - \$89,999","\$60,000 - \$69,999","Under \$20,000"
1234,BOTH,NO,"YES,SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,YES SELF,NO,NO,NO,NO,NO,NO,NO,0.4799999892711639,0.3000000119209289,0.6000000238418579,0.0,"\$40,000 - \$49,999","\$20,000 - \$29,999","\$20,000 - \$29,999","\$20,000 - \$29,999"
1236,YES SPOUSE,NO,"YES,SELF",NO,NO,NO,"YES,SELF","YES, SELF",NO,NO,NO,NO,NO,"YES,SELF",NO,NO,NO,"YES,SELF",NO,NO,0.3000000119209289,1.340000033378601,0.0,0.0,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
1239,YES SELF,"YES,SELF","YES,SELF","YES, SELF",NO,"YES,SPOUSE","YES,SELF",NO,NO,"YES,SELF",NO,"YES, SPOUSE",YES SPOUSE,"YES,SPOUSE","YES,SPOUSE",BOTH,NO,NO,NO,NO,0.0,0.699999988079071,0.7799999713897705,0.8999999761581421,"\$70,000 - \$79,999","\$30,000 - \$39,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
1240,NO,NO,,NO,NO,NO,,NO,NO,NO,,NO,YES SELF,"YES,SELF",,"YES, SELF",NO,NO,,NO,0.6000000238418579,0.0,0.0,0.3000000119209289,"\$50,000 - \$59,999","\$70,000 - \$79,999","\$50,000 - \$59,999","\$50,000 - \$59,999"
1241,YES SPOUSE,"YES,SPOUSE","YES,SPOUSE","YES, SPOUSE",NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SPOUSE","YES,SPOUSE",NO,NO,NO,NO,NO,0.8500000238418579,0.8999999761581421,0.0,0.0,"\$100,000 or More","\$60,000 - \$69,999","\$60,000 - \$69,999","\$30,000 - \$39,999"
1242,NO,NO,"YES,SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$50,000 - \$59,999","\$25,000 - \$29,999","\$25,000 - \$29,999"
1247,YES SPOUSE,NO,"YES,SPOUSE","YES, SPOUSE",YES SPOUSE,"YES,SPOUSE","YES,SPOUSE","YES, SPOUSE",BOTH,"YES,SELF",NO,"YES, SELF",NO,NO,"YES,SELF","YES, SELF",NO,NO,NO,NO,0.8500000238418579,0.8500000238418579,0.8500000238418579,0.8999999761581421,"\$60,000 - \$69,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1252,NO,NO,"YES,SPOUSE",NO,YES SPOUSE,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,YES SPOUSE,"YES,SPOUSE","YES,SPOUSE",NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$60,000 - \$69,999","\$25,000 - \$29,999","\$40,000 - \$49,999","\$40,000 - \$49,999"
1254,NO,"YES,SPOUSE","YES,SPOUSE","YES, SPOUSE",NO,NO,NO,NO,NO,NO,NO,NO,YES SPOUSE,"YES,SPOUSE","YES,SPOUSE","YES, SPOUSE",NO,NO,NO,NO,0.3000000119209289,0.4799999892711639,0.8999999761581421,0.0,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1255,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES SPOUSE,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,0.4799999892711639,0.3000000119209289,0.0,0.3000000119209289,"\$50,000 - \$59,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
1257,YES SELF,NO,NO,NO,BOTH,NO,NO,NO,NO,"YES,SPOUSE","YES,SPOUSE","YES, SPOUSE",BOTH,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$60,000 - \$69,999","\$40,000 - \$49,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
1259,YES SELF,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.8500000238418579,0.0,0.0,0.0,"\$60,000 - \$69,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1260,YES SPOUSE,"YES,SPOUSE","YES,SPOUSE","YES, SPOUSE",NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SELF","YES,SPOUSE","YES, SPOUSE",NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$25,000 - \$29,999","\$20,000 - \$29,999","\$20,000 - \$29,999"
1271,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"Under \$20,000","\$80,000 - \$89,999","\$40,000 - \$49,999","\$60,000 - \$69,999"
1272,NO,NO,BOTH,NO,NO,NO,NO,NO,YES SPOUSE,NO,NO,"YES, SPOUSE",NO,NO,NO,NO,NO,NO,NO,NO,0.3000000119209289,0.0,0.3000000119209289,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$25,000 - \$29,999"
1274,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SPOUSE",NO,"YES, SELF",NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$40,000 - \$49,999"
1275,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,"YES, SPOUSE",NO,NO,NO,NO,0.8999999761581421,0.3000000119209289,0.4799999892711639,0.6000000238418579,"\$100,000 or More","Under \$20,000","\$60,000 - \$69,999","\$40,000 - \$49,999"
1276,YES SPOUSE,NO,NO,NO,NO,NO,NO,NO,YES SELF,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.3000000119209289,0.0,0.0,"\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1278,NO,NO,NO,"YES, SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES, SELF",NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$25,000 - \$29,999","\$70,000 - \$79,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
1279,NO,NO,"YES,SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,1.149999976158142,0.6000000238418579,0.0,"\$100,000 or More","\$40,000 - \$49,999","Under \$20,000","\$30,000 - \$39,999"
1282,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,1.0800000429153442,0.0,0.0,"\$60,000 - \$69,999","\$70,000 - \$79,999","\$40,000 - \$49,999","\$40,000 - \$49,999"
1283,NO,NO,NO,NO,NO,NO,BOTH,NO,YES SELF,NO,NO,NO,NO,BOTH,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1284,BOTH,BOTH,"YES,SPOUSE","YES, SPOUSE",YES SELF,BOTH,"YES,SELF","YES, SPOUSE",YES SELF,"YES,SELF","YES,SELF","YES, SELF",YES SPOUSE,"YES,SPOUSE","YES,SPOUSE","YES, SPOUSE",NO,NO,NO,NO,0.3000000119209289,0.3000000119209289,1.0399999618530271,0.7799999713897705,"\$30,000 - \$39,999","\$30,000 - \$39,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
1289,YES SELF,"YES,SELF","YES,SELF","YES, SELF",YES SPOUSE,"YES,SPOUSE",NO,NO,NO,NO,NO,"YES, SPOUSE",BOTH,NO,NO,NO,YES SPOUSE,"YES,SPOUSE",NO,NO,1.0399999618530271,0.4799999892711639,0.7799999713897705,0.3000000119209289,"\$40,000 - \$49,999","Under \$20,000","Under \$20,000","\$25,000 - \$29,999"
1293,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$90,000 - \$99,999","\$60,000 - \$69,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
1296,NO,NO,NO,NO,NO,NO,NO,NO,YES SELF,"YES,SELF","YES,SELF","YES, SELF",NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1298,NO,NO,NO,"YES, SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.6000000238418579,0.3000000119209289,0.0,"\$20,000 - \$29,999","\$20,000 - \$29,999","Under \$20,000","Under \$20,000"
1299,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SELF",NO,NO,NO,NO,NO,YES SELF,NO,"YES,SELF",NO,0.8500000238418579,0.3000000119209289,0.3000000119209289,0.0,"\$80,000 - \$89,999","\$40,000 - \$49,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
1303,NO,NO,NO,NO,NO,"YES,SPOUSE","YES,SPOUSE",NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.4799999892711639,0.699999988079071,0.0,"\$50,000 - \$59,999","\$25,000 - \$29,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
1310,NO,BOTH,NO,NO,NO,NO,"YES,SELF",NO,NO,NO,NO,"YES, SPOUSE",NO,"YES,SPOUSE","YES,SPOUSE",NO,NO,,NO,NO,0.0,1.1100000143051147,0.3000000119209289,0.0,"\$40,000 - \$49,999","\$20,000 - \$29,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1315,YES SELF,NO,NO,"YES, SELF",YES SELF,NO,NO,"YES, SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.8500000238418579,0.4799999892711639,0.0,0.3000000119209289,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
1317,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SPOUSE","YES, SELF",NO,"YES,SPOUSE",NO,"YES, SPOUSE",NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$90,000 - \$99,999","\$80,000 - \$89,999","\$40,000 - \$49,999","Under \$20,000"
1318,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$40,000 - \$49,999","\$25,000 - \$29,999","\$40,000 - \$49,999"
1322,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"Under \$20,000","\$50,000 - \$59,999","Under \$20,000","Under \$20,000"
1324,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$50,000 - \$59,999","\$50,000 - \$59,999","\$25,000 - \$29,999"
1325,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.3000000119209289,0.0,0.0,"\$90,000 - \$99,999","\$60,000 - \$69,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
1326,NO,NO,NO,BOTH,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES, SELF",NO,NO,NO,NO,0.0,0.0,0.3000000119209289,0.3000000119209289,"\$80,000 - \$89,999","\$60,000 - \$69,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
